time,x1,x2,y
2022-01-01 00:00:00,0.0,1.0,1.0993428306022466
2022-01-01 00:01:00,0.479425538604203,0.9800665778412416,1.4318392562112077
2022-01-01 00:02:00,0.8414709848078965,0.9210609940028851,1.89206968643092
2022-01-01 00:03:00,0.9974949866040544,0.8253356149096782,2.1274365727953377
2022-01-01 00:04:00,0.9092974268256817,0.6967067093471655,1.55917346122818
2022-01-01 00:05:00,0.5984721441039564,0.5403023058681398,1.0919470585822602
2022-01-01 00:06:00,0.1411200080598672,0.3623577544766734,0.8193203256380189
2022-01-01 00:07:00,-0.35078322768961984,0.16996714290024081,-0.027329138958797267
2022-01-01 00:08:00,-0.7568024953079282,-0.029199522301288815,-0.8798968947962075
2022-01-01 00:09:00,-0.977530117665097,-0.2272020946930871,-1.0962202036409912
2022-01-01 00:10:00,-0.9589242746631385,-0.4161468365471424,-1.4677546497727734
2022-01-01 00:11:00,-0.7055403255703919,-0.5885011172553458,-1.3871873935397891
2022-01-01 00:12:00,-0.27941549819892586,-0.7373937155412458,-0.9684167594269648
2022-01-01 00:13:00,0.21511998808781552,-0.8568887533689473,-1.0244248142126913
2022-01-01 00:14:00,0.6569865987187891,-0.9422223406686583,-0.6302193084524759
2022-01-01 00:15:00,0.9379999767747389,-0.9899924966004454,-0.16445002567390105
2022-01-01 00:16:00,0.9893582466233818,-0.9982947757947531,-0.2115027532382561
2022-01-01 00:17:00,0.7984871126234903,-0.9667981925794609,-0.10546161343691583
2022-01-01 00:18:00,0.4121184852417566,-0.896758416334147,-0.6662447461966325
2022-01-01 00:19:00,-0.07515112046180931,-0.7909677119144165,-1.1485795726432841
2022-01-01 00:20:00,-0.5440211108893699,-0.6536436208636119,-0.904534977968671
2022-01-01 00:21:00,-0.87969575997167,-0.4902608213406995,-1.4151118414096766
2022-01-01 00:22:00,-0.9999902065507035,-0.30733286997841935,-1.2938174355915382
2022-01-01 00:23:00,-0.8754521746884285,-0.11215252693505398,-1.2725543388661738
2022-01-01 00:24:00,-0.5365729180004349,0.08749898343944729,-0.5579504794660242
2022-01-01 00:25:00,-0.06632189735120068,0.2836621854632263,0.2395248060539988
2022-01-01 00:26:00,0.4201670368266409,0.4685166713003771,0.6584849926425574
2022-01-01 00:27:00,0.803784426551621,0.6346928759426346,1.51361690616339
2022-01-01 00:28:00,0.9906073556948704,0.7755658785102502,1.6460454962213593
2022-01-01 00:29:00,0.934895055524683,0.8855195169413194,1.762075822507347
2022-01-01 00:30:00,0.6502878401571169,0.9601702866503661,1.4901168043616038
2022-01-01 00:31:00,0.2064674819377966,0.9965420970232175,1.5734652158628015
